rowid,kepid,tce_planet_num,tce_period,tce_time0bk,tce_duration,av_training_set,campaign,tce_depth,tce_impact
17306,246064789,1,22.906763,2918.415683,1.281526077, J,12,0.265227836,0.00162353
17307,246065293,1,13.80073451,2916.878305,3.250099052, J,12,0.043090928,0.516629616
17308,246065503,1,37.73558933,2915.029519,7.023517926, J,12,0.073190591,0.808107996
17309,246065812,1,0.143073484,2905.665946,0.082410327, J,12,0.01887851,0.01
17310,246065998,1,26.68804527,2905.771096,4.416907933, J,12,0.06350501,0.000500003
17311,246066121,1,9.824469107,2915.021872,4.119646953, J,12,0.02408789,0.102372007
17312,246066184,1,28.48008103,2930.696615,5.579041382, J,12,0.075436293,0.915893899
17313,246066187,1,38.92373094,2944.445196,2.218287939, J,12,0.434233089,1.188138954
17314,246066230,1,26.6951276,2905.72093,2.68413655, J,12,0.063147362,0.002174655
17315,246066318,1,38.21687053,2942.776891,8.409741399, J,12,0.048049636,0.497033061
17316,246066559,1,9.770323797,2915.090515,2.724933854, J,12,0.050683553,0.549799942
17317,246066693,1,4.899814652,2910.146929,4.347254243, J,12,0.026001021,0.096213072
17318,246066940,1,26.69507393,2905.726444,2.806185764, J,12,0.070677487,0.000493106
17319,246067123,1,13.80860978,2916.862508,2.88536948, J,12,0.03110737,0.63588945
17320,246067130,1,6.786609886,2906.076735,2.530683333, J,12,0.010408844,0.729564815
17321,246067221,1,26.6753143,2905.778352,4.532106833, J,12,0.059268792,0.054189659
17322,246067381,1,9.770332595,2915.096211,2.731282127, J,12,0.047048911,0.287866892
17323,246067459,1,3.204686822,2907.504302,3.4970608, C,12,0.082405995,0.623402622
17324,246067519,1,26.3702026,2930.741329,3.300279631, J,12,0.048459039,0.412476757
17325,246067582,1,26.36857584,2930.743444,3.264365655, J,12,0.047663387,0.501439285
17326,246067629,1,9.786499328,2915.016339,3.869797018, J,12,0.04356598,0.257037068
17327,246067741,1,26.3299695,2930.773882,2.434979145, J,12,0.038391096,0.022858229
17328,246067761,1,0.143073529,2905.585724,0.082410353, J,12,0.046803067,0.01
17329,246068079,1,30.22848429,2922.949111,2.70863797, J,12,0.130247512,0.503816487
17330,246068234,1,27.75176435,2930.794127,1.808221224, J,12,0.057130471,0.117206598
17331,246068297,1,9.770353067,2915.070416,3.611746098, J,12,0.042523705,0.203356589
17332,246068329,1,0.143073559,2905.665782,0.08241037, J,12,0.034377944,0.01
17333,246068516,1,34.61272085,2919.437835,1.621691874, J,12,0.216871793,0.75053195
17334,246068568,1,9.759301777,2915.105203,3.111311571, J,12,0.035363356,0.451880383
17335,246068627,1,27.75067497,2930.72176,5.380553233, J,12,0.061544515,0.133539376
17336,246068828,1,7.521429417,2910.483004,1.030393099, J,12,0.091252807,0.222984073
17337,246068895,1,0.122538611,2905.58285,0.07058224, J,12,0.01207661,0.01
17338,246069241,1,0.102222644,2905.64372,0.058880243, J,12,0.022038478,0.01
17339,246069306,1,9.75417462,2915.11895,2.954327163, J,12,0.032592389,0.041623412
17340,246069311,1,9.754235541,2915.1329,2.785122531, J,12,0.036721383,0.261141397
17341,246069493,1,33.8980087,2938.139491,1.974110602, J,12,0.025403768,0.042423193
17342,246069531,1,25.49977688,2922.994668,0.25, J,12,0.083222615,0.168915395
17343,246069675,1,6.674906347,2905.746499,5.102910039, J,12,0.054275244,0.948175869
17344,246069739,1,2.374984148,2907.918581,1.833982535, E,12,0.387659603,0.003682645
17345,246069793,1,7.270474424,2911.939715,2.7477794, C,12,0.240762431,0.712899417
17346,246070137,1,26.00853678,2905.775573,0.25, J,12,0.17043201,0.754771019
17347,246070170,1,0.10219799,2905.666368,0.058866042, J,12,0.829082036,0.01
17348,246070180,1,9.769968214,2915.08308,3.281277718, J,12,0.041208833,0.529633401
17349,246070266,1,9.759920945,2915.130603,3.94867456, J,12,0.118006686,0.998318631
17350,246070438,1,38.58563452,2914.946638,13.82772253, J,12,0.347162337,0.000299736
17351,246070458,1,37.91802608,2908.744693,9.7327952, R,12,0.022863949,0.903007117
17352,246070469,1,21.96099659,2908.870073,3.985791736, J,12,0.046903364,0.000498328
17353,246070693,1,26.36879496,2930.744045,3.202835598, J,12,0.048221077,0.416051271
17354,246070695,1,26.34844477,2930.742924,3.377046654, J,12,0.047087902,0.627469858
17355,246070807,1,38.95755882,2944.526253,1.563471081, J,12,0.147966881,0.247845052
17356,246071149,1,30.42189391,2923.686463,13.00146158, J,12,0.037204391,0.887169819
17357,246071410,1,26.67640482,2905.736619,4.791857765, J,12,0.154903736,1.007604632
17358,246071534,1,9.829806429,2914.98455,3.068012747, J,12,0.04072864,0.310250196
17359,246071743,1,38.41786738,2908.905059,1.566453381, J,12,0.105062539,0.023552937
17360,246072113,1,17.52193901,2905.589759,10.88333577, J,12,0.045446436,0.473874317
17361,246072341,1,28.86470731,2905.752768,4.434718943, J,12,0.054246493,0.997767983
17362,246072547,1,0.102185674,2905.588382,0.058858948, J,12,0.040207978,0.01
17363,246072572,1,0.143073514,2905.66591,0.082410344, J,12,0.034803847,0.01
17364,246072750,1,9.884028307,2914.871059,1.715001865, J,12,0.236131325,1.14594747
17365,246072777,1,15.75950021,2907.743384,4.9630713, J,12,0.025246188,0.153704119
17366,246072861,1,13.71574895,2917.010401,4.632766971, J,12,0.046660739,0.130953015
17367,246072944,1,24.96565856,2905.727092,2.454094974, J,12,0.029139138,0.000499865
17368,246073053,1,29.58061728,2934.670814,2.956756836, J,12,0.058280074,0.354148927
17369,246073247,1,26.36903089,2930.756742,3.603231031, J,12,0.024103939,0.248788302
17370,246073340,1,9.770311161,2915.120881,1.208594599, J,12,0.037552181,0.735507531
17371,246073611,1,0.122632854,2905.585175,0.070636524, J,12,0.073699711,0.01
17372,246073674,1,9.835262339,2914.973465,7.052022223, J,12,0.113770594,1.029067445
17373,246073679,1,32.49584318,2934.64262,4.456990092, J,12,0.059762555,0.991967593
17374,246073779,1,25.51910996,2922.953204,1.810372479, J,12,0.389089345,0.015535971
17375,246074214,1,0.102173358,2905.623264,0.058851854, J,12,0.041172512,0.01
17376,246074253,1,13.78369431,2916.909321,2.874156667, J,12,0.038059116,0.404622762
17377,246074314,1,4.622189716,2908.520644,2.5447225, C,12,0.020613846,0.006320887
17378,246074395,1,13.70679727,2917.099444,1.099586787, J,12,0.036915041,0.654920279
17379,246074459,1,26.3702048,2930.740858,3.254919325, J,12,0.031772973,0.537619858
17380,246074501,1,28.38934314,2930.750682,3.696604547, J,12,0.026156945,0.000500003
17381,246074600,1,11.50747013,2911.707659,0.835057882, J,12,0.042398263,0.633668271
17382,246074722,1,16.06816375,2908.841474,4.866696862, J,12,0.015703895,0.058178568
17383,246074965,1,6.925069964,2910.847866,2.1410913, C,12,0.180424941,1.034687491
17384,246075014,1,24.94692853,2905.760936,1.750869037, J,12,0.020774654,0.665600505
17385,246075107,1,13.80911285,2916.905502,1.704985717, J,12,0.145857691,1.0123968
17386,246075356,1,13.80869471,2916.866628,3.30697941, J,12,0.027579029,0.712825698
17387,246075378,1,26.69529948,2905.73428,3.257275613, J,12,0.054643476,0.231748134
17388,246075514,1,15.92358769,2907.777748,7.100784906, J,12,0.068194771,0.091790245
17389,246075768,1,9.846123787,2914.939052,2.917267044, J,12,0.053972802,0.408409471
17390,246076003,1,26.32990068,2930.768052,3.839398789, J,12,0.248714457,1.110322803
17391,246076294,1,23.32941461,2908.859753,4.347483004, J,12,0.060036725,0.901281619
17392,246076469,1,37.78845233,2910.121188,4.381780269, J,12,0.033134977,0.05030339
17393,246076790,1,0.143073514,2905.665906,0.082410344, J,12,0.04779335,0.01
17394,246076817,1,26.37020057,2930.739839,3.295233866, J,12,0.032972407,0.472545238
17395,246077108,1,0.143073514,2905.66591,0.082410344, J,12,0.021802203,0.01
17396,246077237,1,0.122444555,2905.680255,0.070528064, J,12,0.05889159,0.01
17397,246077556,1,13.78371377,2916.905294,3.069214074, J,12,0.027728013,0.478416409
17398,246077990,1,0.628700218,2905.90588,2.0107416, E,12,0.024056323,0.728203665
17399,246078306,1,26.69700285,2905.742809,4.96308575, J,12,0.054972859,0.850845545
17400,246078343,1,5.32884188,2906.183407,1.9094726, C,12,0.02078698,0.702175846
17401,246078620,1,15.98397661,2905.745951,9.729822103, J,12,0.166713105,1.104253526
17402,246078672,1,0.122632854,2905.58517,0.070636524, J,12,0.017841492,0.01
17403,246078676,1,38.99269988,2944.455519,2.215475388, J,12,0.194644926,0.992829925
17404,246078820,1,29.53372845,2934.687145,2.016054194, J,12,0.029902339,0.505135171
17405,246078873,1,37.55643372,2908.866307,4.161691018, J,12,0.052630704,0.865073031
17406,246079397,1,0.122538671,2905.636222,0.070582274, J,12,0.021802198,0.01
17407,246079424,1,26.70373528,2905.752894,6.101908605, J,12,0.168429571,1.06340929
17408,246079584,1,26.71625268,2905.724677,5.272290967, J,12,0.116374198,0.87097692
17409,246079607,1,0.143073514,2905.665906,0.082410344, J,12,0.051183297,0.01
17410,246079636,1,16.02748207,2911.145068,2.791060736, J,12,0.625625746,0.002678295
17411,246079684,1,28.49444477,2930.652115,4.427064083, J,12,0.065594432,0.039515257
17412,246079828,1,9.846134347,2914.97441,1.076580106, J,12,0.092598945,0.095741241
17413,246080155,1,26.63804458,2908.905884,2.43923397, J,12,0.201723283,1.055029929
17414,246080219,1,39.11306727,2909.212195,13.03430621, J,12,0.065958989,0.888363625
17415,246080278,1,28.27630494,2930.817941,1.738480983, J,12,0.082663898,0.001034377
17416,246080648,1,26.69529294,2905.756186,4.348108881, J,12,0.05960023,0.002046438
17417,246081033,1,35.3200437,2917.975862,9.135873668, J,12,0.203201956,1.052248614
17418,246081052,1,0.10212411,2905.653612,0.058823487, J,12,0.048998562,0.01
17419,246081204,1,0.10212411,2905.612735,0.058823487, J,12,0.073661728,0.01
17420,246081331,1,21.63025905,2913.047451,1.424436579, J,12,0.095341598,0.091522262
17421,246081480,1,38.61927449,2941.265818,0.286387937, J,12,1.40813813,0.004740543
17422,246081573,1,9.754422101,2915.151403,1.949625003, J,12,0.037140777,0.71500458
17423,246081763,1,26.69638823,2905.721803,3.792622932, J,12,0.053679687,0.00070016
17424,246081812,1,26.71561294,2905.732589,5.117471622, J,12,0.051075888,0.078898315
17425,246081891,1,0.142957896,2905.616817,0.082343748, J,12,0.280002569,0.01
17426,246081935,1,0.10228429,2905.663862,0.058915751, J,12,0.03801159,0.01
17427,246082055,1,13.78369416,2916.94435,1.102871635, J,12,0.060672626,0.409842751
17428,246082102,1,38.95566441,2944.501786,1.647957053, J,12,0.101001436,0.574003318
17429,246082258,1,0.102185674,2905.588336,0.058858948, J,12,0.066535295,0.01
17430,246082485,1,9.785198581,2915.072043,6.176659053, J,12,0.097979049,1.017274469
17431,246082541,1,28.43278559,2930.698708,4.347122676, J,12,0.059634229,0.009905359
17432,246082549,1,0.143073559,2905.66578,0.08241037, J,12,0.013485282,0.01
17433,246082797,1,9.764599318,2915.10798,2.485820662, J,12,0.040377427,0.495358381
17434,246082826,1,0.10212411,2905.612739,0.058823487, J,12,0.035077864,0.01
17435,246082901,1,36.41891468,2911.693091,2.336584089, J,12,0.217700054,0.000499926
17436,246083205,1,0.10212411,2905.633169,0.058823487, J,12,0.142176913,0.01
17437,246083410,1,0.143073514,2905.665903,0.082410344, J,12,0.015826194,0.01
17438,246083427,1,0.143073514,2905.665903,0.082410344, J,12,0.015668951,0.01
17439,246083637,1,0.122538671,2905.636226,0.070582274, J,12,0.037173836,0.01
17440,246083909,1,0.143073514,2905.68634,0.082410344, J,12,0.084602861,0.01
17441,246083944,1,0.10212411,2905.653582,0.058823487, J,12,0.084476533,0.01
17442,246084027,1,38.9575279,2944.488547,2.350259253, J,12,0.070617231,0.210553692
17443,246084039,1,0.122538671,2905.677094,0.070582274, J,12,0.042656853,0.01
17444,246084176,1,0.143073574,2905.665766,0.082410378, J,12,0.016453368,0.01
17445,246084398,1,15.38923508,2906.699399,4.798818, C,12,0.021106208,0.975017803
17446,246084400,1,29.60463279,2925.274283,13.42132453, J,12,0.037187098,0.948887384
17447,246084603,1,13.78372385,2916.910053,2.784428915, J,12,0.024644377,0.534121388
17448,246084711,1,11.08920449,2908.149501,4.156860303, J,12,0.018567657,0.42329368
17449,246084813,1,21.82771074,2908.8253,7.545224959, J,12,0.104753382,0.883157155
17450,246084934,1,33.0072292,2919.032657,1.540166411, J,12,0.095627527,0.508594124
17451,246084943,1,0.102185674,2905.670138,0.058858948, J,12,0.038142207,0.01
17452,246084946,1,26.63717916,2908.878137,3.271060044, J,12,0.065974455,0.739203341
17453,246085058,1,19.96279968,2909.159728,15.35285309, J,12,0.368930002,1.194079955
17454,246085373,1,26.30963356,2930.765995,1.463953081, J,12,0.48479149,0.01
17455,246085461,1,37.1428882,2917.966188,5.332080924, J,12,0.035699658,0.000603855
17456,246085719,1,9.85666458,2914.939625,1.24940598, J,12,0.021238557,0.177047962
17457,246086182,1,0.534421978,2905.79274,2.504144922, E,12,0.633535405,0.451718259
17458,246086201,1,1.958314916,2907.397495,5.419778168, J,12,0.02286118,0.960031656
17459,246086331,1,0.10212411,2905.633159,0.058823487, J,12,0.088109172,0.01
17460,246086774,1,23.58807373,2908.910952,1.179702196, J,12,0.03409972,0.757307692
17461,246086860,1,26.37033614,2930.731081,3.076209816, J,12,0.085870245,0.642732421
17462,246086893,1,0.122538671,2905.594587,0.070582274, J,12,0.013514232,0.01
17463,246086900,1,0.10212411,2905.63319,0.058823487, J,12,0.055454529,0.01
17464,246086902,1,0.10212411,2905.6536,0.058823487, J,12,0.065992586,0.01
17465,246087009,1,0.143073514,2905.665905,0.082410344, J,12,0.019377788,0.01
17466,246087141,1,9.851209209,2914.921131,3.032917263, J,12,0.02706885,0.531632551
17467,246087406,1,0.122538671,2905.59459,0.070582274, J,12,0.091656859,0.01
17468,246087565,1,13.74063678,2917.002914,3.027558283, J,12,0.02239686,0.596101898
17469,246087668,1,26.3486615,2930.784029,1.900035661, J,12,0.168028198,0.077816885
17470,246087888,1,30.22838898,2924.171771,2.244588759, J,12,0.490052214,0.931250664
17471,246087918,1,9.759741546,2915.09964,3.180519524, J,12,0.041231338,0.570722974
17472,246088339,1,2.988566988,2907.601474,2.2181944, C,12,0.031362662,0.006512217
17473,246088396,1,0.122632883,2905.651798,0.070636541, J,12,0.121369209,0.01
17474,246088545,1,0.10212411,2905.674021,0.058823487, J,12,0.1630749,0.01
17475,246088630,1,17.46126518,2917.436587,10.03300622, J,12,0.018986235,0.53249751
17476,246088769,1,0.10212411,2905.633179,0.058823487, J,12,0.088069157,0.01
17477,246088787,1,28.05716717,2930.706479,1.814323399, J,12,0.022883874,0.695283301
17478,246088959,1,38.41739388,2913.625442,2.665580288, J,12,0.089885299,0.006321165
17479,246089005,1,26.67492252,2905.781796,4.396346, J,12,0.040789051,0.242874387
17480,246089103,1,0.10212411,2905.653608,0.058823487, J,12,0.143530777,0.01
17481,246089124,1,36.54094667,2941.467512,6.693011221, J,12,0.271062629,0.567099669
17482,246089223,1,0.122538671,2905.636239,0.070582274, J,12,0.085700454,0.01
17483,246089435,1,29.65226336,2924.173698,1.952698069, J,12,0.275291534,1.144036043
17484,246089550,1,9.765362428,2915.104097,7.017952224, J,12,0.036367021,0.721094172
17485,246089571,1,32.73642952,2931.481899,1.612302808, J,12,0.151596222,0.988207207
17486,246089784,1,3.622296874,2905.72828,4.136210651, J,12,0.031269357,0.007508834
17487,246089789,1,0.10212411,2905.653626,0.058823487, J,12,0.128825928,0.01
17488,246089814,1,30.76873187,2924.171351,2.181722107, J,12,0.532548495,0.771563844
17489,246089931,1,5.697514974,2911.148485,3.3436169, C,12,0.047771734,0.983444511
17490,246089936,1,17.67269265,2922.896858,1.06147423, J,12,0.070831791,0.963348666
17491,246090075,1,0.102197997,2905.645689,0.058866046, J,12,0.016151325,0.01
17492,246090211,1,0.10212411,2905.653617,0.058823487, J,12,0.065974132,0.01
17493,246090588,1,38.28337773,2914.964414,4.754715486, J,12,0.133434652,0.000500467
17494,246090621,1,0.10212411,2905.612761,0.058823487, J,12,0.052871902,0.01
17495,246090686,1,0.122632883,2905.631378,0.070636541, J,12,0.08245088,0.01
17496,246090763,1,0.122632883,2905.631395,0.070636541, J,12,0.112496095,0.01
17497,246090964,1,20.22591798,2913.44671,2.2178167, E,12,0.410939863,0.835918935
17498,246090988,1,29.65158248,2924.173254,2.000439768, J,12,0.439096205,1.141934081
17499,246091045,1,26.32826612,2930.754928,3.495737478, J,12,0.031315001,0.236385742
17500,246091267,1,0.10212411,2905.633195,0.058823487, J,12,0.03653128,0.01
17501,246091318,1,28.97763254,2905.732704,4.12842733, J,12,0.412527439,1.301691719
17502,246091350,1,0.143073514,2905.665911,0.082410344, J,12,0.031629149,0.01
17503,246091498,1,28.38758786,2930.752126,3.951063764, J,12,0.068264738,0.000482696
17504,246091699,1,0.10212411,2905.61275,0.058823487, J,12,0.404593613,0.01
17505,246091817,1,0.10212411,2905.653614,0.058823487, J,12,0.051238128,0.01
17506,246092149,1,0.102197997,2905.670002,0.058866046, J,12,0.713574143,0.01
17507,246092176,1,0.10212411,2905.653635,0.058823487, J,12,0.046136019,0.01
17508,246092178,1,26.33029911,2905.747958,3.494900954, J,12,0.030205722,0.953407313
17509,246092180,1,21.12463836,2906.231471,8.622846965, J,12,0.037813044,0.542994194
17510,246092207,1,28.95330791,2910.067252,5.379438758, J,12,0.033588152,0.000532816
17511,246092285,1,0.10212411,2905.633204,0.058823487, J,12,0.029103041,0.01
17512,246092386,1,0.10212411,2905.653605,0.058823487, J,12,0.147387874,0.01
17513,246092394,1,0.143073514,2905.645891,0.082410344, J,12,0.15115401,0.01
17514,246092480,1,27.45712059,2928.833072,1.565232409, J,12,0.042903001,0.000562869
17515,246093265,1,38.99192001,2944.45785,2.09414015, J,12,0.449775861,1.10449565
17516,246093285,1,0.16338791,2905.716716,0.094111436, J,12,0.101728822,0.01
17517,246093365,1,0.16338791,2905.716716,0.094111436, J,12,0.097224438,0.01
17518,246093390,1,0.970990522,2906.114593,0.86485385, C,12,0.024236315,0.33285747
17519,246093689,1,0.102185674,2905.67014,0.058858948, J,12,0.017190749,0.01
17520,246093800,1,28.38779352,2930.729477,3.777037539, J,12,0.037048402,0.005678622
17521,246093924,1,0.102197997,2905.610725,0.058866046, J,12,0.089985777,0.01
17522,246093933,1,0.122538671,2905.675438,0.070582274, J,12,0.271389702,0.01
17523,246093973,1,0.122632854,2905.585164,0.070636524, J,12,0.038949468,0.01
17524,246094016,1,9.851552555,2914.959577,0.984693955, J,12,0.028473935,0.750474663
17525,246094235,1,0.122632883,2905.651816,0.070636541, J,12,0.028254099,0.01
17526,246094454,1,0.102197997,2905.588275,0.058866046, J,12,0.057267392,0.01
17527,246094645,1,28.38794846,2930.74341,4.349586511, J,12,0.026783161,0.012014337
17528,246094796,1,0.224786133,2905.644954,0.129476812, J,12,0.029875987,0.01
17529,246094847,1,0.122538671,2905.614982,0.070582274, J,12,0.030552706,0.01
17530,246094891,1,8.096071719,2911.704182,1.266380084, J,12,0.03455614,0.636889902
17531,246094926,1,26.67577432,2905.755369,2.373444608, J,12,0.052924202,0.106232477
17532,246094945,1,38.99147334,2944.440719,5.109542041, J,12,0.074086494,0.279554717
17533,246095044,1,0.122538671,2905.676315,0.070582274, J,12,0.055690744,0.01
17534,246095049,1,25.65305483,2908.982903,1.125005394, J,12,0.064716376,0.566236253
17535,246095250,1,13.80074534,2916.881794,2.962354075, J,12,0.022658778,0.643333987
17536,246095313,1,18.95407639,2915.691468,2.392708777, J,12,0.303872142,0.640218452
17537,246095417,1,13.7666558,2916.982802,0.953004247, J,12,0.043272034,0.721571637
17538,246095680,1,0.10212411,2905.633192,0.058823487, J,12,0.212696359,0.01
17539,246095783,1,26.32982076,2930.767832,1.835198646, J,12,0.340375392,0.002402615
17540,246095790,1,16.01523029,2921.012276,1.747176283, J,12,0.422195624,1.31351102
17541,246096155,1,26.24984505,2930.731602,3.529613646, J,12,0.048550455,0.009336065
17542,246096156,1,26.36889788,2930.765809,4.224850483, J,12,0.145154053,1.06261849
17543,246096382,1,0.122632883,2905.631386,0.070636541, J,12,0.406069098,0.01
17544,246096413,1,32.01886041,2920.994213,2.025608729, J,12,0.035821336,0.385444439
17545,246096643,1,0.102197997,2905.588291,0.058866046, J,12,0.052001201,0.01
17546,246097042,1,0.10212411,2905.633198,0.058823487, J,12,0.167881655,0.01
17547,246097054,1,0.122538671,2905.676289,0.070582274, J,12,0.058203428,0.01
17548,246097266,1,0.102197997,2905.670035,0.058866046, J,12,0.066673184,0.01
17549,246097517,1,0.102197997,2905.608714,0.058866046, J,12,0.063883265,0.01
17550,246097552,1,0.102197997,2905.672046,0.058866046, J,12,0.188208303,0.01
17551,246097605,1,34.03967028,2934.688183,0.343779833, J,12,2.053253663,0.292149126
17552,246097774,1,0.10212411,2905.592352,0.058823487, J,12,0.227520066,0.01
17553,246097875,1,13.6988454,2917.01891,1.686022755, J,12,0.030962473,0.781808286
17554,246097889,1,30.76727393,2924.173345,1.933685327, J,12,0.259515904,0.948706896
17555,246097962,1,29.5119493,2934.667086,2.993122598, J,12,0.572652757,0.000902568
17556,246098064,1,0.102197997,2905.588246,0.058866046, J,12,0.093579324,0.01
17557,246098465,1,4.878979047,2910.268979,2.480759985, J,12,0.162814493,1.105959657
17558,246098647,1,0.102197997,2905.588277,0.058866046, J,12,0.049492073,0.01
17559,246098758,1,3.695157346,2909.157359,5.6172428, E,12,0.633695281,0.457452011
17560,246098810,1,24.46476662,2914.064333,2.122523283, J,12,0.065626257,0.566989619
17561,246098981,1,0.102197997,2905.649576,0.058866046, J,12,0.04109097,0.01
17562,246099077,1,0.122632876,2905.646423,0.070636537, J,12,0.082530997,0.01
17563,246099108,1,30.05922484,2934.611635,2.176938522, J,12,0.249462582,0.443637638
17564,246099167,1,0.143073529,2905.66586,0.082410353, J,12,0.017249272,0.01
17565,246099320,1,38.95753785,2944.522296,1.140587966, J,12,0.046037766,0.484402896
17566,246099504,1,0.143073618,2905.651233,0.082410404, J,12,0.056762941,0.01
17567,246099606,1,9.851215486,2914.952619,1.425701285, J,12,0.028401411,0.000500007
17568,246099869,1,0.102197997,2905.629172,0.058866046, J,12,0.031996611,0.01
17569,246099886,1,30.34947627,2922.702024,3.293054488, J,12,0.091851342,0.011750453
17570,246099915,1,0.10212411,2905.633216,0.058823487, J,12,0.371260089,0.01
17571,246100199,1,0.122632883,2905.69267,0.070636541, J,12,0.078469429,0.01
17572,246100269,1,0.102197997,2905.610701,0.058866046, J,12,0.06002234,0.01
17573,246100402,1,0.122632869,2905.585129,0.070636532, J,12,0.045703921,0.01
17574,246100474,1,3.942679927,2908.388798,4.7688453, E,12,0.116694539,1.026413264
17575,246100478,1,20.03575165,2914.621989,1.735067755, J,12,0.194925022,0.002133607
17576,246100634,1,0.122632854,2905.646486,0.070636524, J,12,0.028370349,0.01
17577,246100711,1,0.10212411,2905.612784,0.058823487, J,12,0.101645788,0.01
17578,246100734,1,3.944890149,2908.366691,5.880014222, E,12,0.551292597,0.686979194
17579,246100807,1,0.102197997,2905.590278,0.058866046, J,12,0.040599002,0.01
17580,246100983,1,0.10212411,2905.612786,0.058823487, J,12,0.08014956,0.01
17581,246101039,1,31.44883086,2921.621377,2.297939731, J,12,0.067963656,0.000644841
17582,246101110,1,0.122632869,2905.585119,0.070636532, J,12,0.106423233,0.01
17583,246101134,1,0.122538671,2905.63627,0.070582274, J,12,0.162509214,0.01
17584,246101253,1,28.88608437,2905.730862,4.302325811, J,12,0.070365156,0.883883552
17585,246101299,1,34.99512048,2937.049069,2.041298758, J,12,6.263019582,0.000499986
17586,246101333,1,31.9661429,2921.085477,4.219393705, J,12,0.241782483,0.002597071
17587,246101456,1,28.8841841,2905.734438,2.930437812, J,12,0.021393079,0.033361015
17588,246101498,1,18.99330368,2915.676639,1.244469269, J,12,0.042250734,0.590087525
17589,246101504,1,15.67675344,2905.746962,4.811556675, J,12,0.091591791,0.01992765
17590,246101544,1,7.540507818,2911.871695,1.9629833, C,12,0.03038827,0.294078749
17591,246101616,1,15.93413782,2921.28736,2.063606975, J,12,0.772676103,0.001176649
17592,246101866,1,20.03595842,2914.627011,4.080696884, J,12,0.750515079,0.4655796
17593,246101941,1,30.76861707,2924.173637,1.90533347, J,12,0.122870907,1.012374731
17594,246101992,1,0.102197997,2905.588294,0.058866046, J,12,0.040757452,0.01
17595,246102236,1,38.99177124,2944.458734,2.26696659, J,12,0.487085658,0.933246994
17596,246102449,1,9.835038279,2914.993572,4.765402186, J,12,0.04238853,0.927116996
17597,246102480,1,0.102197997,2905.67204,0.058866046, J,12,0.816311872,0.01
17598,246102579,1,0.102197997,2905.58828,0.058866046, J,12,0.098370057,0.01
17599,246102616,1,0.102222636,2905.602992,0.058880239, J,12,0.05897551,0.01
17600,246102735,1,0.122554354,2905.697871,0.070591308, J,12,0.088968474,0.01
17601,246102751,1,15.9857032,2920.488924,1.876984346, J,12,0.024495115,0.000499968
17602,246102768,1,0.122632854,2905.646513,0.070636524, J,12,0.109163432,0.01
17603,246102769,1,38.55086998,2907.658084,2.149379645, J,12,0.171531656,0.803614019
17604,246102995,1,0.143073514,2905.665924,0.082410344, J,12,0.026005403,0.01
17605,246103023,1,0.102197997,2905.588257,0.058866046, J,12,0.704509916,0.01
17606,246103116,1,22.29617838,2912.072299,8.971108816, J,12,0.289868886,1.174008088
17607,246103185,1,36.48170067,2915.693787,2.112719997, J,12,0.072009936,0.008168285
17608,246103244,1,0.102197997,2905.590257,0.058866046, J,12,0.032551659,0.01
17609,246103334,1,0.10212411,2905.633211,0.058823487, J,12,0.215130342,0.01
17610,246103391,1,0.10212411,2905.612786,0.058823487, J,12,0.851542965,0.01
17611,246103411,1,14.50517861,2910.384325,7.125029308, J,12,0.119014479,1.053745574
17612,246103525,1,0.122632854,2905.585196,0.070636524, J,12,0.021482449,0.01
17613,246103553,1,0.10212411,2905.612804,0.058823487, J,12,0.183427099,0.01
17614,246103555,1,0.10212411,2905.592306,0.058823487, J,12,0.21744007,0.01
17615,246103595,1,0.10212411,2905.612744,0.058823487, J,12,0.098874896,0.01
17616,246103602,1,0.122632854,2905.5852,0.070636524, J,12,0.023504737,0.01
17617,246103950,1,0.10212411,2905.653589,0.058823487, J,12,0.109194571,0.01
17618,246103957,1,0.10212411,2905.674015,0.058823487, J,12,0.185699399,0.01
17619,246104394,1,9.764962545,2915.106627,2.490113226, J,12,0.047431573,0.376229695
17620,246104555,1,30.49827649,2934.681872,2.925631591, J,12,28.48351516,28.28719992
17621,246104655,1,0.102185674,2905.588591,0.058858948, J,12,0.037319338,0.01
17622,246104750,1,0.102099493,2905.631376,0.058809308, J,12,0.019563582,0.01
17623,246104798,1,0.10212411,2905.612749,0.058823487, J,12,0.234484393,0.01
17624,246104823,1,36.92438198,2915.678674,1.819571698, J,12,0.103780889,0.658393925
17625,246105000,1,0.127701223,2905.582632,0.073555904, J,12,0.03207631,0.01
17626,246105006,1,0.102037996,2905.641362,0.058773886, J,12,0.139640113,0.01
17627,246105025,1,17.70819066,2922.869694,2.71613757, J,12,0.559860092,0.000154993
17628,246105040,1,0.14307344,2905.666049,0.082410301, J,12,0.014468812,0.01
17629,246105205,1,0.102197997,2905.670053,0.058866046, J,12,0.158260041,0.01
17630,246105320,1,0.102197997,2905.588286,0.058866046, J,12,0.227216145,0.01
17631,246105557,1,37.33619484,2934.689325,2.041311472, J,12,0.041453792,0.656721742
17632,246105920,1,0.122538671,2905.675429,0.070582274, J,12,0.063137223,0.01
17633,246105926,1,0.122538671,2905.636275,0.070582274, J,12,0.141970916,0.01
17634,246106219,1,0.122632883,2905.591288,0.070636541, J,12,0.038060179,0.01
17635,246106375,1,0.102025703,2905.584219,0.058766805, J,12,0.036140638,0.01
