rowid,kepid,tce_planet_num,tce_period,tce_time0bk,tce_duration,av_training_set,campaign
9284,213138221,1,0.245231166,2468.616322,0.141253152, J,7
9285,213153974,1,0.245116368,2468.645649,0.141187028, J,7
9286,213157806,1,10.27887871,2476.084025,1.141855416, J,7
9287,213160885,1,0.102101371,2468.501758,0.05881039, J,7
9288,213182447,1,0.245231134,2468.613971,0.290840665, J,7
9289,213183978,1,0.24511611,2468.641685,0.301453732, J,7
9290,213187365,1,0.245116338,2468.645677,0.141187011, J,7
9291,213193917,1,0.24523119,2468.613869,0.284560235, J,7
9292,213196496,1,1.435621386,2468.895556,5.989563549, E,7
9293,213197918,1,0.245231166,2468.616328,0.141253152, J,7
9294,213198701,1,0.245231166,2468.616343,0.141253152, J,7
9295,213200356,1,23.49800296,2473.118712,1.684414841, J,7
9296,213200501,1,0.245116264,2468.665346,0.141186968, J,7
9297,213202507,1,1.960460708,2469.16031,1.134492324, J,7
9298,213212710,1,0.245230984,2468.614064,0.282418061, J,7
9299,213215215,1,0.245192859,2468.635802,0.705971122, J,7
9300,213220822,1,6.485280663,2469.677106,4.1823043, C,7
9301,213233520,1,0.705035674,2468.829747,4.45661133, E,7
9302,213241095,1,0.510858945,2468.575168,0.431040695, J,7
9303,213251400,1,0.705049339,2468.826698,4.0975282, E,7
9304,213255998,1,0.245231196,2468.61633,0.141253169, J,7
9305,213257891,1,0.245116338,2468.645712,0.141187011, J,7
9306,213262045,1,0.245116398,2468.645654,0.141187045, J,7
9307,213262659,1,1.959853701,2469.158361,1.383488476, J,7
9308,213273052,1,0.102196649,2468.530319,0.05886527, J,7
9309,213275860,1,0.245116279,2468.665353,0.141186976, J,7
9310,213289949,1,21.29485911,2485.266752,7.701295307, J,7
9311,213296781,1,0.510857659,2468.575668,3.316194238, J,7
9312,213305199,1,0.245116413,2468.645646,0.141187054, J,7
9313,213312663,1,0.245117845,2468.637066,0.25, J,7
9314,213321912,1,32.82560978,2487.292484,1.651593538, J,7
9315,213327003,1,0.13026521,2468.611009,0.25, J,7
9316,213332545,1,39.09318106,2505.582911,3.58939299, J,7
9317,213333634,1,0.510859886,2468.573349,0.70554932, J,7
9318,213334103,1,0.245116279,2468.665365,0.141186976, J,7
9319,213338208,1,2.497394389,2469.003814,10.16004463, E,7
9320,213350524,1,21.80514261,2483.90274,1.528208342, J,7
9321,213354839,1,2.343132758,2469.351838,5.533024066, E,7
9322,213357998,1,0.245116864,2468.638348,0.25, J,7
9323,213360912,1,1.961072389,2469.131987,1.506445163, J,7
9324,213362608,1,1.716006163,2469.15662,0.25, J,7
9325,213364163,1,26.45957094,2473.084729,1.664337619, J,7
9326,213366454,1,13.72959741,2478.964795,0.426236508, J,7
9327,213368869,1,9.798271596,2473.133551,0.518599509, J,7
9328,213370424,1,0.245116517,2468.645633,0.141187114, J,7
9329,213370469,1,39.14392325,2494.726729,3.961213939, J,7
9330,213370752,1,1.072609616,2468.681443,4.095288702, E,7
9331,213374590,1,0.245116085,2468.665485,0.141186865, J,7
9332,213381930,1,0.245116144,2468.64584,0.141186899, J,7
9333,213383463,1,3.922709738,2471.082041,0.709288903, J,7
9334,213388450,1,0.122607842,2468.514502,0.070622117, J,7
9335,213391329,1,24.42385108,2469.537858,4.9970945, E,7
9336,213395167,1,0.122668624,2468.590609,0.070657127, J,7
9337,213396348,1,0.102125183,2468.587461,0.058824105, J,7
9338,213403406,1,29.18911115,2490.920864,1.925450516, J,7
9339,213403812,1,27.4468863,2494.384387,2.362352552, J,7
9340,213406092,1,9.803461584,2473.127315,0.643808082, J,7
9341,213408445,1,2.496485163,2469.00435,5.3460655, C,7
9342,213412897,1,1.959847411,2469.189726,0.706057391, J,7
9343,213416372,1,0.245230914,2468.614895,0.282014544, J,7
9344,213417354,1,0.245116085,2468.665503,0.141186865, J,7
9345,213417865,1,9.803447972,2473.127096,0.605148856, J,7
9346,213422772,1,4.656945887,2470.139462,0.529020263, J,7
9347,213423037,1,27.44707108,2494.393361,1.954845468, J,7
9348,213424483,1,0.245116144,2468.665442,0.141186899, J,7
9349,213424545,1,29.16668374,2490.967427,1.175268715, J,7
9350,213433012,1,0.245116085,2468.665522,0.141186865, J,7
9351,213433129,1,0.100532462,2468.49683,0.25, J,7
9352,213436372,1,0.245116085,2468.665504,0.141186865, J,7
9353,213439082,1,32.9694364,2494.545019,1.484003332, J,7
9354,213440541,1,5.872698088,2473.143822,1.144283584, J,7
9355,213442538,1,19.99799444,2473.145666,1.601328788, J,7
9356,213443286,1,0.245116085,2468.665498,0.141186865, J,7
9357,213444219,1,0.24523123,2468.614475,0.400283391, J,7
9358,213450915,1,52.54833514,2487.845431,11.281312, C,7
9359,213452340,1,0.245116033,2468.668046,0.281763562, J,7
9360,213455199,1,0.163437307,2468.618931,0.094139889, J,7
9361,213455995,1,0.245116085,2468.665496,0.141186865, J,7
9362,213457741,1,23.56522967,2482.25868,7.629042071, J,7
9363,213461494,1,0.642957976,2469.071991,3.222173004, J,7
9364,213462890,1,5.846296315,2473.73237,2.129172395, E,7
9365,213462964,1,1.959241913,2469.295149,4.382995107, J,7
9366,213467813,1,24.76637603,2487.989409,10.30218241, J,7
9367,213467970,1,9.803426564,2473.126913,0.655308607, J,7
9368,213471508,1,0.245116517,2468.665242,0.141187114, J,7
9369,213472333,1,0.24515483,2468.627776,0.597747065, J,7
9370,213478406,1,0.245192632,2468.645973,0.141230956, J,7
9371,213478642,1,38.61278958,2506.384475,10.15219841, J,7
9372,213478883,1,0.245116085,2468.666355,0.141186865, J,7
9373,213481888,1,13.96923153,2479.468539,0.572544295, J,7
9374,213483527,1,12.49673278,2471.543844,11.00573087, J,7
9375,213485267,1,20.17553626,2487.05548,0.974476675, J,7
9376,213485626,1,0.490244925,2468.667951,0.282381077, J,7
9377,213489554,1,23.51452906,2473.119676,1.123745255, J,7
9378,213490088,1,0.245116085,2468.665559,0.141186865, J,7
9379,213491819,1,0.245116085,2468.665537,0.141186865, J,7
9380,213497322,1,6.375135769,2474.034968,0.286121489, J,7
9381,213498963,1,5.36123692,2473.184566,7.1201082, E,7
9382,213499581,1,5.877987288,2473.102319,1.026361861, J,7
9383,213501145,1,0.245269209,2468.631315,0.141275064, J,7
9384,213501552,1,25.48207452,2482.922145,1.414224528, J,7
9385,213502311,1,9.803219764,2473.124284,0.494749933, J,7
9386,213508456,1,0.245116082,2468.668143,0.279789122, J,7
9387,213510446,1,23.25599649,2479.517765,2.460303452, J,7
9388,213510631,1,0.245154843,2468.635663,0.141209189, J,7
9389,213510672,1,29.27965323,2492.786722,0.815432365, J,7
9390,213511659,1,0.245116398,2468.645721,0.141187045, J,7
9391,213511962,1,0.245154939,2468.628757,0.6592612, J,7
9392,213516661,1,22.30972374,2482.923026,0.25, J,7
9393,213518704,1,1.162072245,2468.742315,8.686412489, E,7
9394,213519274,1,0.245116517,2468.645627,0.141187114, J,7
9395,213523208,1,2.311978997,2470.491627,10.22496865, E,7
9396,213531128,1,0.245154843,2468.635638,0.141209189, J,7
9397,213531133,1,0.140450244,2468.506876,0.25, J,7
9398,213533963,1,29.18960778,2490.933036,1.337264125, J,7
9399,213535395,1,0.245116085,2468.665553,0.141186865, J,7
9400,213537211,1,3.922742636,2471.119508,0.357864352, J,7
9401,213538117,1,12.28992683,2472.434232,1.319645079, J,7
9402,213538594,1,0.245116085,2468.665501,0.141186865, J,7
9403,213539168,1,30.96046523,2495.821899,8.589136856, J,7
9404,213539509,1,0.245116577,2468.645449,0.141187148, J,7
9405,213540571,1,0.245116114,2468.668811,0.316574062, J,7
9406,213541034,1,0.245116517,2468.645635,0.141187114, J,7
9407,213546164,1,0.245116085,2468.665551,0.141186865, J,7
9408,213546283,1,9.769981781,2469.358257,2.8807902, C,7
9409,213548509,1,27.22174103,2494.843664,1.928354115, J,7
9410,213548586,1,38.67805962,2506.442974,1.66910332, J,7
9411,213550100,1,22.92018366,2481.683278,2.244223229, J,7
9412,213552082,1,31.12338822,2473.112213,0.851124485, J,7
9413,213552294,1,0.2451161,2468.666313,0.141186873, J,7
9414,213554577,1,13.72149285,2478.974129,0.536970981, J,7
9415,213560084,1,0.245116144,2468.665482,0.141186899, J,7
9416,213561800,1,0.158673274,2468.492775,0.516391717, J,7
9417,213562291,1,27.59086608,2494.746012,10.32983696, J,7
9418,213562447,1,0.123338417,2468.534853,0.256607496, J,7
9419,213563657,1,3.413326383,2471.304992,3.6591158, E,7
9420,213567095,1,0.109549855,2468.496482,0.25, J,7
9421,213570325,1,0.245116577,2468.645442,0.141187148, J,7
9422,213571052,1,0.245154942,2468.627782,0.69692368, J,7
9423,213577023,1,0.245077834,2468.670406,0.141164832, J,7
9424,213578043,1,9.798228121,2473.134453,0.543668126, J,7
9425,213578581,1,25.48206717,2482.919749,1.333964695, J,7
9426,213579357,1,13.73759002,2478.924911,0.976204288, J,7
9427,213580193,1,31.03486948,2495.848404,7.883076858, J,7
9428,213583695,1,34.26804379,2485.861837,3.523063827, J,7
9429,213583834,1,9.803454465,2473.12459,0.515534346, J,7
9430,213584475,1,13.72994305,2478.969498,1.616114315, J,7
9431,213584725,1,29.18992769,2490.916249,2.142105297, J,7
9432,213585411,1,29.1666715,2490.971156,0.458519884, J,7
9433,213587801,1,36.75488683,2482.940697,0.25, J,7
9434,213589878,1,29.18954736,2490.936765,1.160893887, J,7
9435,213589936,1,0.24523145,2468.614367,0.299717029, J,7
9436,213593701,1,0.245155083,2468.630806,0.677070188, J,7
9437,213594112,1,9.801815609,2473.125474,0.680521002, J,7
9438,213595629,1,1.96109185,2469.121546,1.025742498, J,7
9439,213596336,1,0.100931806,2468.532052,0.25, J,7
9440,213599075,1,0.245154843,2468.635652,0.141209189, J,7
9441,213599585,1,3.144611927,2471.073579,6.5469301, E,7
9442,213601365,1,37.39497804,2502.959514,14.67829315, E,7
9443,213601849,1,9.803433449,2473.132334,0.988791904, J,7
9444,213604472,1,0.555659835,2468.863587,3.314798158, J,7
9445,213611380,1,29.16689624,2490.971447,0.436778047, J,7
9446,213615856,1,25.47262611,2482.922331,0.31560918, J,7
9447,213617820,1,4.656947072,2470.142057,0.525426644, J,7
9448,213618992,1,9.803461214,2473.126615,0.614254857, J,7
9449,213619233,1,0.245269646,2468.612671,1.38068334, J,7
9450,213619514,1,3.187982025,2470.106605,0.400702668, J,7
9451,213620867,1,9.803668646,2473.125867,0.600776702, J,7
9452,213621747,1,25.24127301,2482.942302,0.464757424, J,7
9453,213623101,1,9.798543376,2473.133649,0.573847377, J,7
9454,213627017,1,0.245116174,2468.665463,0.141186916, J,7
9455,213629923,1,0.245116398,2468.64574,0.141187045, J,7
9456,213630523,1,0.245116085,2468.665566,0.141186865, J,7
9457,213631028,1,3.936124942,2469.533975,2.898002056, E,7
9458,213637167,1,2.785957883,2469.742279,18.94570184, J,7
9459,213642585,1,0.102125183,2468.505548,0.058824105, J,7
9460,213644854,1,0.490052115,2468.687407,0.281355835, J,7
9461,213645014,1,13.72147559,2480.93535,0.508351291, J,7
9462,213645437,1,0.245231413,2468.613795,0.277470782, J,7
9463,213654331,1,0.132801279,2468.573036,0.076493537, J,7
9464,213655804,1,9.920495132,2472.677927,3.593859946, E,7
9465,213657752,1,27.69023283,2493.918286,1.383472079, J,7
9466,213658811,1,0.128388161,2468.532644,0.403895789, J,7
9467,213661970,1,29.18926501,2490.940543,0.972514893, J,7
9468,213662200,1,0.245154813,2468.635753,0.141209172, J,7
9469,213664903,1,3.265513378,2469.602764,14.56612793, E,7
9470,213665507,1,0.245116055,2468.667996,0.278070716, J,7
9471,213665734,1,25.48233832,2482.92028,1.391244449, J,7
9472,213665964,1,0.245116085,2468.645925,0.141186865, J,7
9473,213674056,1,0.159188247,2468.530034,0.622854658, J,7
9474,213675392,1,5.875336392,2473.135804,0.5062434, J,7
9475,213679349,1,0.245155083,2468.630011,0.530397397, J,7
9476,213679907,1,0.245116085,2468.665541,0.141186865, J,7
9477,213681774,1,0.245116144,2468.665501,0.141186899, J,7
9478,213683145,1,2.499463437,2470.879893,15.28300793, J,7
9479,213685806,1,14.25814888,2477.183264,10.62383732, J,7
9480,213687020,1,6.861309057,2472.113391,0.296182994, J,7
9481,213689594,1,22.98139385,2489.49139,12.43916611, E,7
9482,213689620,1,30.76731749,2474.215386,14.42686805, J,7
9483,213693794,1,0.245231705,2468.618287,0.307279106, J,7
9484,213694609,1,39.20415783,2473.121758,1.61998783, J,7
9485,213695358,1,0.245230913,2468.636203,0.141253006, J,7
9486,213695857,1,0.245231426,2468.614321,0.299506637, J,7
9487,213700397,1,21.51291985,2473.236863,5.169301395, J,7
9488,213702081,1,0.24515428,2468.646169,0.706541716, J,7
9489,213702221,1,11.76104238,2478.977964,0.659443421, J,7
9490,213702324,1,0.245116577,2468.665881,0.141187148, J,7
9491,213703651,1,1.231233356,2469.315256,4.849534734, J,7
9492,213703832,1,0.515560931,2468.667931,1.8219889, C,7
9493,213705653,1,24.2701078,2478.702105,2.126468401, J,7
9494,213706297,1,0.245231405,2468.613597,0.282506578, J,7
9495,213707078,1,0.245119877,2468.638618,0.25, J,7
9496,213707480,1,0.245116577,2468.667556,0.282374296, J,7
9497,213707868,1,13.72972796,2478.970729,1.565130677, J,7
9498,213708622,1,0.245231331,2468.616515,0.387141095, J,7
9499,213710432,1,3.827466264,2468.64516,12.50696568, J,7
9500,213715787,1,0.96201565,2468.942571,0.82856658, C,7
9501,213715867,1,33.40832273,2486.745779,1.50952595, J,7
9502,213717455,1,18.13380121,2473.131384,0.542641987, J,7
9503,213719553,1,0.245116085,2468.665564,0.141186865, J,7
9504,213721122,1,25.24055178,2482.91634,0.644468167, J,7
9505,213722377,1,0.245154843,2468.635736,0.141209189, J,7
9506,213732610,1,15.67392462,2473.122601,0.809332513, J,7
9507,213733373,1,0.245193124,2468.625844,0.141231239, J,7
9508,213733976,1,21.41799022,2488.309342,12.72188293, J,7
9509,213734250,1,0.245116577,2468.645468,0.141187148, J,7
9510,213735971,1,0.245116577,2468.645473,0.141187148, J,7
9511,213739064,1,0.245116577,2468.645448,0.141187148, J,7
9512,213740521,1,7.846866269,2475.028988,1.057508794, J,7
9513,213742522,1,0.245116219,2468.665458,0.141186942, J,7
9514,213744791,1,27.22134872,2494.846224,2.075469534, J,7
9515,213746714,1,0.245116577,2468.645408,0.141187148, J,7
9516,213747008,1,0.245230913,2468.63619,0.141253006, J,7
9517,213748480,1,3.129193913,2471.186603,3.2897799, C,7
9518,213749663,1,33.23666694,2488.487896,7.403570525, J,7
9519,213751342,1,33.16874463,2482.954037,1.642741979, J,7
9520,213751757,1,0.245231655,2468.616298,0.348527211, J,7
9521,213752025,1,0.245154843,2468.635747,0.141209189, J,7
9522,213753861,1,15.67403828,2473.116159,0.501731397, J,7
9523,213757085,1,31.57375236,2488.560044,0.361047476, J,7
9524,213760968,1,39.20293017,2473.115598,1.939523122, J,7
9525,213762962,1,0.245115995,2468.646102,0.141186813, J,7
9526,213765435,1,0.959339078,2469.006272,5.405497879, J,7
9527,213766331,1,9.803454619,2470.87017,1.358422831, J,7
9528,213771991,1,0.245116577,2468.645423,0.141187148, J,7
9529,213772062,1,27.22099868,2494.84549,1.954961031, J,7
9530,213774891,1,36.66615912,2494.797885,6.401723539, J,7
9531,213775943,1,0.245231405,2468.616101,0.141253289, J,7
9532,213776415,1,0.24511601,2468.66568,0.141186822, J,7
9533,213777398,1,0.245116219,2468.665464,0.141186942, J,7
9534,213778312,1,27.44691026,2494.395404,1.820727573, J,7
9535,213780488,1,0.245116577,2468.645448,0.141187148, J,7
9536,213780900,1,0.245116035,2468.668597,0.305243079, J,7
9537,213781801,1,0.245192761,2468.629435,0.667733482, J,7
9538,213786592,1,0.255380541,2468.595985,0.147099192, J,7
9539,213788852,1,0.245116517,2468.665235,0.141187114, J,7
9540,213789809,1,1.470473235,2468.672566,0.448537086, J,7
9541,213791747,1,33.542697,2488.568624,2.107048147, J,7
9542,213792095,1,19.59800139,2468.716367,1.516592987, J,7
9543,213793166,1,37.55834437,2496.331368,1.726158097, J,7
9544,213795464,1,0.245115966,2468.665749,0.141186796, J,7
9545,213798792,1,2.018591607,2469.248983,6.323779465, J,7
9546,213800252,1,27.44694585,2494.395434,1.86262784, J,7
9547,213805570,1,27.4475097,2494.393723,1.851651278, J,7
9548,213809117,1,0.719907472,2468.689083,5.326118904, E,7
9549,213809654,1,0.490245176,2468.668048,0.293880139, J,7
9550,213812150,1,0.24511601,2468.667535,0.470947826, J,7
9551,213812240,1,15.6846822,2475.052345,0.25, J,7
9552,213814481,1,1.958616345,2469.194388,0.535656801, J,7
9553,213815764,1,37.21565039,2482.917316,2.205794778, J,7
9554,213815900,1,4.656932522,2470.134792,0.954949061, J,7
9555,213817056,1,13.61308081,2478.943115,2.5978497, C,7
9556,213817346,1,1.624707842,2469.269329,10.27690224, J,7
9557,213823549,1,0.245231405,2468.61689,0.141253289, J,7
9558,213823705,1,0.245154843,2468.636468,0.141209189, J,7
9559,213825595,1,9.803436473,2473.125357,0.547711608, J,7
9560,213830422,1,1.959871766,2469.188378,0.448176257, J,7
9561,213831547,1,13.7296949,2478.970501,1.572384024, J,7
9562,213832800,1,32.20560437,2488.468092,7.088830982, J,7
9563,213836266,1,23.51218447,2473.123518,1.943719804, J,7
9564,213836600,1,3.91968915,2471.13938,1.183860262, J,7
9565,213837033,1,9.803354945,2473.125232,0.505646043, J,7
9566,213839027,1,9.803496048,2473.128894,1.012622036, J,7
9567,213840781,1,12.36215903,2477.667756,2.9689778, E,7
9568,213841509,1,0.245116547,2468.66517,0.141187131, J,7
9569,213843283,1,11.22165868,2469.301879,6.261536435, E,7
9570,213844354,1,0.24511601,2468.64608,0.141186822, J,7
9571,213845371,1,31.48904933,2490.449706,8.086009431, J,7
9572,213845626,1,0.245154843,2468.635672,0.141209189, J,7
9573,213846096,1,17.6205412,2482.94409,1.772009625, J,7
9574,213846283,1,31.58476165,2488.549923,2.427775889, J,7
9575,213850499,1,0.490150451,2468.677298,0.289202439, J,7
9576,213851827,1,17.64402092,2484.840948,1.250657948, J,7
9577,213856299,1,0.245154843,2468.635742,0.141209189, J,7
9578,213856489,1,0.245116144,2468.665509,0.141186899, J,7
9579,213859742,1,11.5634704,2473.3888,12.29889073, J,7
9580,213864471,1,31.59947503,2488.559061,1.513669513, J,7
9581,213865080,1,17.64412201,2484.856513,0.300655193, J,7
9582,213865656,1,0.245193094,2468.625998,0.141231222, J,7
9583,213869188,1,0.245154843,2468.635736,0.141209189, J,7
9584,213869830,1,24.96638172,2491.047874,5.243166052, J,7
9585,213870506,1,0.234960556,2468.705022,0.13533728, J,7
9586,213872755,1,3.922691355,2471.07496,1.032189055, J,7
9587,213873580,1,37.43559984,2502.985997,5.026500576, J,7
9588,213873758,1,27.20059807,2480.964702,1.355826167, J,7
9589,213880846,1,0.245116517,2468.665246,0.141187114, J,7
9590,213883103,1,31.10641428,2488.561485,1.618763023, J,7
9591,213883624,1,9.803372575,2473.130069,0.788480263, J,7
9592,213885285,1,18.1219137,2481.448712,1.405216004, J,7
9593,213888065,1,13.72954354,2478.970798,1.565392854, J,7
9594,213889104,1,1.961066138,2468.661736,0.489961575, J,7
9595,213890157,1,0.245308025,2468.606979,1.258550567, J,7
9596,213894088,1,0.245154843,2468.635738,0.141209189, J,7
9597,213897290,1,0.245116219,2468.665482,0.141186942, J,7
9598,213898576,1,5.646496371,2473.237589,3.079402621, J,7
9599,213900530,1,0.245154262,2468.641245,0.141208855, J,7
9600,213902962,1,0.245116547,2468.665209,0.141187131, J,7
9601,213904387,1,0.122638211,2468.571171,0.070639609, J,7
9602,213904673,1,0.245116577,2468.645426,0.141187148, J,7
9603,213910794,1,9.808533573,2473.119545,1.057554072, J,7
9604,213911534,1,0.245116577,2468.6454,0.141187148, J,7
9605,213916694,1,32.74806807,2494.738199,4.72869275, J,7
9606,213919434,1,6.798348049,2474.752928,2.9746091, C,7
9607,213919915,1,1.489009774,2469.447267,1.6096513, C,7
9608,213920015,1,1.48896016,2469.448643,1.5643599, C,7
9609,213921321,1,3.933513161,2470.936306,1.132500835, J,7
9610,213922598,1,35.76840914,2485.872017,2.072574594, J,7
9611,213923717,1,0.245154843,2468.635762,0.141209189, J,7
9612,213923954,1,1.961070221,2469.123375,0.91807153, J,7
9613,213923998,1,0.245116577,2468.665929,0.141187148, J,7
9614,213930666,1,1.165198882,2468.724905,3.586341758, J,7
9615,213933185,1,0.161887054,2468.546413,0.564629812, J,7
9616,213936662,1,1.29995252,2469.000244,3.528513454, E,7
9617,213940253,1,33.11646281,2484.573038,1.305168962, J,7
9618,213946692,1,0.245231405,2468.616074,0.141253289, J,7
9619,213949197,1,21.80504069,2483.900455,1.695927358, J,7
9620,213949540,1,0.245116027,2468.668222,0.281516239, J,7
9621,213951550,1,0.558511723,2468.73593,1.483227123, E,7
9622,213956594,1,0.245116577,2468.664996,0.141187148, J,7
9623,213958350,1,8.085011145,2473.101806,0.366647688, J,7
9624,213969547,1,0.245155086,2468.628552,0.615616311, J,7
9625,213970689,1,0.245116577,2468.665829,0.141187148, J,7
9626,213971291,1,7.682175577,2470.699781,17.87106909, J,7
9627,213983690,1,0.613455389,2468.937521,3.685688907, J,7
9628,213985493,1,0.245116577,2468.645488,0.141187148, J,7
9629,213985587,1,0.245116573,2468.653176,0.855544548, J,7
9630,213992090,1,0.107433715,2468.541936,0.25, J,7
9631,213993787,1,9.803481459,2470.879416,0.933119356, J,7
9632,213998700,1,0.245154843,2468.635629,0.141209189, J,7
9633,213999244,1,0.245115995,2468.665744,0.141186813, J,7
9634,214002869,1,0.245116517,2468.666137,0.141187114, J,7
9635,214003512,1,11.80810419,2474.847294,1.480209483, J,7
9636,214012926,1,0.245001256,2468.690142,0.141120724, J,7
9637,214014860,1,0.245116502,2468.641566,0.313449374, J,7
9638,214018711,1,27.22052831,2494.844646,2.176138404, J,7
9639,214020445,1,0.245269641,2468.631089,0.141275313, J,7
9640,214021054,1,0.245155431,2468.630334,0.60527013, J,7
9641,214022304,1,27.22092591,2494.845081,2.02280057, J,7
9642,214037625,1,5.398043083,2473.515166,0.445818386, J,7
9643,214039288,1,0.49005413,2468.687231,0.275522117, J,7
9644,214042145,1,17.62119021,2484.891527,0.748052775, J,7
9645,214049657,1,24.79047328,2490.97314,2.151484127, J,7
9646,214074788,1,0.245230915,2468.618109,0.507514587, J,7
9647,214077175,1,0.245230939,2468.617943,0.414243788, J,7
9648,214078428,1,1.885858672,2468.768458,7.275896363, E,7
9649,214080260,1,0.245116577,2468.645414,0.141187148, J,7
9650,214082960,1,19.59761372,2481.667187,0.9031755, C,7
9651,214083057,1,23.26504986,2473.141136,1.505333754, J,7
9652,214086535,1,0.245231496,2468.61491,0.312805636, J,7
9653,214090268,1,0.245116532,2468.665269,0.141187122, J,7
9654,214092865,1,0.132818237,2468.498331,0.076503304, J,7
9655,214092888,1,36.72590235,2482.946121,1.283432213, J,7
9656,214094732,1,0.245231394,2468.613642,0.281051713, J,7
9657,214107707,1,14.60645811,2480.758585,14.61846283, E,7
9658,214109846,1,27.28302166,2494.748093,1.542205815, J,7
9659,214110981,1,39.14007533,2482.932647,1.596720088, J,7
9660,214114889,1,0.245154843,2468.635604,0.141209189, J,7
9661,214115407,1,1.109899094,2468.780499,4.099115329, E,7
9662,214117542,1,0.245155244,2468.632192,0.762466296, J,7
9663,214129551,1,9.808883653,2473.124381,0.512035485, J,7
9664,214133153,1,0.255380541,2468.595976,0.147099192, J,7
9665,214133938,1,0.245154843,2468.635598,0.141209189, J,7
9666,214135018,1,0.245116547,2468.665242,0.141187131, J,7
9667,214135663,1,9.735904198,2469.099308,1.563857988, J,7
9668,214151850,1,0.245231501,2468.615177,0.312005524, J,7
9669,214152482,1,0.255380541,2468.595901,0.147099192, J,7
9670,214158116,1,1.962931211,2468.595423,0.903819601, J,7
9671,214160955,1,0.245116298,2468.667923,0.291411305, J,7
9672,214162806,1,0.245154843,2468.635602,0.141209189, J,7
9673,214168997,1,17.64405481,2484.852753,0.323739152, J,7
9674,214169792,1,0.255380541,2468.595905,0.147099192, J,7
9675,214173069,1,8.777663781,2470.903378,2.4741635, C,7
9676,214189767,1,0.52066109,2468.600246,0.97956814, C,7
9677,214194084,1,0.132801279,2468.5731,0.076493537, J,7
9678,214196680,1,0.245154843,2468.635609,0.141209189, J,7
9679,214208328,1,31.37728085,2490.702211,1.630475035, J,7
9680,214216164,1,0.245116025,2468.665714,0.141186831, J,7
9681,214217299,1,8.085028302,2473.1013,0.645292831, J,7
9682,214219212,1,1.133762644,2469.424933,4.732369687, J,7
9683,214226679,1,9.803545092,2473.121086,1.157223139, J,7
9684,214229261,1,0.286082447,2468.718191,0.164783489, J,7
9685,214229494,1,1.934972692,2470.138395,10.05456455, E,7
9686,214234110,1,4.637775482,2470.880492,1.1581795, C,7
9687,214235539,1,1.410606033,2469.207763,6.348636194, J,7
9688,214237720,1,25.48169414,2482.921417,1.328884734, J,7
9689,214241295,1,33.03585468,2488.552674,1.781223446, J,7
9690,214241345,1,0.245116577,2468.645524,0.141187148, J,7
9691,214249413,1,0.245116494,2468.641451,0.323104427, J,7
9692,214250218,1,0.245154843,2468.63564,0.141209189, J,7
9693,214253891,1,9.803416338,2470.869203,1.431130913, J,7
9694,214254518,1,5.060287206,2471.20708,2.6698155, C,7
9695,214254956,1,5.06039043,2471.204993,2.3210477, C,7
9696,214255814,1,0.245231405,2468.61857,0.282511696, J,7
9697,214276333,1,31.1063163,2488.570588,1.126928837, J,7
9698,214287144,1,32.05982656,2494.757667,8.694121539, J,7
9699,214291210,1,0.245154843,2468.635764,0.141209189, J,7
9700,214315800,1,0.132801279,2468.573113,0.076493537, J,7
9701,214321453,1,0.73546347,2468.636159,0.380973584, J,7
9702,214325145,1,0.245269328,2468.631292,0.141275133, J,7
9703,214328320,1,5.395692085,2473.53765,0.486156824, J,7
9704,214330695,1,39.20405181,2482.867564,2.796621696, J,7
9705,214332028,1,0.245192558,2468.687042,0.141230913, J,7
9706,214341300,1,7.355313527,2468.652357,0.490166144, J,7
9707,214343851,1,2.765300734,2468.592376,5.829832746, E,7
9708,214350775,1,0.245231361,2468.618354,0.28823754, J,7
9709,214351555,1,0.122623056,2468.511922,0.07063088, J,7
9710,214354153,1,0.245116577,2468.665112,0.141187148, J,7
9711,214354780,1,0.245116474,2468.641461,0.350916755, J,7
9712,214354852,1,8.08498508,2473.108904,0.386303931, J,7
9713,214362400,1,1.96109353,2469.135095,1.872666146, J,7
9714,214366145,1,0.108640246,2468.548687,0.187730345, J,7
9715,214368257,1,9.803418123,2473.127617,0.642303857, J,7
9716,214368899,1,9.808904945,2473.124634,0.508852453, J,7
9717,214377302,1,4.656918469,2470.120141,1.867368216, J,7
9718,214377382,1,0.245116144,2468.667999,0.282373798, J,7
9719,214384333,1,0.245155078,2468.630459,0.667125366, J,7
9720,214389517,1,29.16624941,2490.965243,0.899513352, J,7
9721,214389993,1,0.245116606,2468.645405,0.141187165, J,7
9722,214413437,1,17.64825543,2484.823049,1.649467763, J,7
9723,214417858,1,13.88731003,2473.185286,10.47788405, E,7
9724,214419545,1,37.68579723,2482.447567,2.293831017, J,7
9725,214436018,1,0.510859359,2468.578056,0.567206087, J,7
9726,214439239,1,0.642591503,2468.895027,2.996529139, E,7
9727,214446028,1,0.510859919,2468.576476,0.432853851, J,7
9728,214449712,1,27.22199511,2494.846685,2.06660253, J,7
9729,214462071,1,0.245116606,2468.645396,0.141187165, J,7
9730,214476525,1,0.224709511,2468.646082,0.129432678, J,7
9731,214484141,1,0.245231523,2468.617295,0.285705359, J,7
9732,214487867,1,1.961096287,2469.123559,0.80095888, J,7
9733,214501969,1,0.981224339,2469.218766,1.1028787, C,7
9734,214503319,1,15.96125535,2473.94719,0.446235394, J,7
